idade,genero,raca_cor,regiao,escolaridade,situacao_trabalho,cargo_original,cargo_padronizado,senioridade,faixa_salarial,salario_estimado,experiencia_dados,experiencia_dados_anos,experiencia_ti,modelo_trabalho,usa_sql,usa_python,usa_r
33,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,0.0
33,Masculino,Parda,Sul,Graduação/Bacharelado,Empregado (CLT),,Não informado,,Acima de R$ 40.001/mês,45000.0,Mais de 10 anos,12.0,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,0.0,0.0
33,Feminino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),,Não informado,,de R$ 20.001/mês a R$ 25.000/mês,22500.5,de 7 a 10 anos,8.5,de 1 a 2 anos,Modelo 100% remoto,,,
33,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Outra Opção,Outros cargos,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 5 a 6 anos,5.5,Menos de 1 ano,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 1 a 2 anos,1.5,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
33,Masculino,Branca,Centro-oeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Júnior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,0.0,1.0,0.0
33,Feminino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
33,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Mais de 10 anos,12.0,de 3 a 4 anos,Modelo 100% remoto,0.0,1.0,0.0
33,Feminino,Branca,Sul,Mestrado,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Feminino,Preta,Nordeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 5 a 6 anos,5.5,de 5 a 6 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Feminino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Júnior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,Menos de 1 ano,0.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 5 a 6 anos,5.5,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
33,Masculino,Branca,Sul,Doutorado ou Phd,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 7 a 10 anos,8.5,de 1 a 2 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
33,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 20.001/mês a R$ 25.000/mês,22500.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),,Não informado,,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
33,Feminino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),,Não informado,,de R$ 20.001/mês a R$ 25.000/mês,22500.5,Mais de 10 anos,12.0,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,,,
33,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Outra Opção,Outros cargos,Júnior,de R$ 3.001/mês a R$ 4.000/mês,3500.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,0.0,0.0,0.0
33,Masculino,Branca,Sul,Pós-graduação,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 3 a 4 anos,3.5,de 1 a 2 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,de 1 a 2 anos,Modelo 100% presencial,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,de 3 a 4 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Arquiteto de Dados/Data Architect,Engenharia de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 5 a 6 anos,5.5,Mais de 10 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Pós-graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,,Não informado,,de R$ 20.001/mês a R$ 25.000/mês,22500.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,1.0,1.0,0.0
33,Masculino,Indígena,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,de 5 a 6 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Preta,Sul,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 7 a 10 anos,8.5,de 1 a 2 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Arquiteto de Dados/Data Architect,Engenharia de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Menos de 1 ano,0.5,Menos de 1 ano,Modelo 100% remoto,,,
33,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Mais de 10 anos,12.0,Mais de 10 anos,Modelo 100% remoto,,,
33,Feminino,Branca,,Pós-graduação,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 5 a 6 anos,5.5,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
33,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),,Não informado,,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 3 a 4 anos,3.5,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
33,Feminino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,3500.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Servidor Público,Outra Opção,Outros cargos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,5000.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,,,
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Sênior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 7 a 10 anos,8.5,de 1 a 2 anos,Modelo 100% presencial,1.0,1.0,0.0
33,Feminino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Júnior,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 1 a 2 anos,1.5,de 5 a 6 anos,Modelo 100% remoto,,,
33,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Pleno,de R$ 4.001/mês a R$ 6.000/mês,5000.5,de 3 a 4 anos,3.5,Mais de 10 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Feminino,Branca,Centro-oeste,Pós-graduação,Empregado (CLT),Analista de BI/BI Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,0.0,1.0
33,Masculino,Parda,Norte,Pós-graduação,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 1 a 2 anos,1.5,de 3 a 4 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Feminino,Branca,Sul,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 20.001/mês a R$ 25.000/mês,22500.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Branca,Sudeste,Mestrado,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Pleno,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,1.0
33,Masculino,Branca,Sul,Pós-graduação,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 5 a 6 anos,5.5,de 3 a 4 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Arquiteto de Dados/Data Architect,Engenharia de Dados,Sênior,de R$ 25.001/mês a R$ 30.000/mês,27500.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Machine Learning/ML Engineer/AI Engineer,Ciência de Dados e IA,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 3 a 4 anos,3.5,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
33,Masculino,Parda,Nordeste,Doutorado ou Phd,Servidor Público,Estatístico,Outros cargos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,1.0
33,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 3 a 4 anos,3.5,Menos de 1 ano,Modelo 100% presencial,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),,Não informado,,de R$ 25.001/mês a R$ 30.000/mês,27500.5,de 5 a 6 anos,5.5,de 3 a 4 anos,Modelo 100% remoto,,,
33,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,Engenharia de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
33,Masculino,Parda,Sudeste,Estudante de Graduação,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,1.0
33,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
33,Feminino,Preta,Sudeste,Mestrado,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios/Business Analyst,Análise de Dados e BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,1.0,1.0,0.0
33,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Outra Opção,Outros cargos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,,,
33,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Analista de Suporte/Analista Técnico,Outros cargos,Sênior,de R$ 2.001/mês a R$ 3.000/mês,2500.5,de 7 a 10 anos,8.5,Menos de 1 ano,Modelo 100% presencial,,,
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 1 a 2 anos,1.5,de 3 a 4 anos,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Amarela,Sudeste,Doutorado ou Phd,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,,Não informado,,Acima de R$ 40.001/mês,45000.0,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Branca,Sul,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Júnior,de R$ 3.001/mês a R$ 4.000/mês,3500.5,Menos de 1 ano,0.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),0.0,1.0,0.0
33,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios/Business Analyst,Análise de Dados e BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,3500.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,0.0,0.0,0.0
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 20.001/mês a R$ 25.000/mês,22500.5,de 3 a 4 anos,3.5,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,,,
33,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Machine Learning/ML Engineer/AI Engineer,Ciência de Dados e IA,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,Mais de 10 anos,12.0,de 3 a 4 anos,Modelo 100% remoto,0.0,1.0,0.0
33,Masculino,Amarela,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,0.0
33,Masculino,Branca,Nordeste,Mestrado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 3 a 4 anos,3.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,1.0,1.0,0.0
33,Prefiro não informar,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,7000.5,de 1 a 2 anos,1.5,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,1.0,1.0
33,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 12.001/mês a R$ 16.000/mês,14000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,
33,Masculino,Branca,Sul,Mestrado,Empregado (CLT),Analista de Dados/Data Analyst,Análise de Dados e BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,2500.5,de 3 a 4 anos,3.5,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,1.0,0.0,0.0
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Engenharia de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 5 a 6 anos,5.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1.0,0.0,0.0
33,Masculino,Branca,,Graduação/Bacharelado,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Analytics Engineer,Engenharia de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,18000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
33,Feminino,Branca,,Doutorado ou Phd,Freelancer,Outra Opção,Outros cargos,Pleno,de R$ 3.001/mês a R$ 4.000/mês,3500.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,,,
33,Masculino,Parda,Nordeste,Pós-graduação,Empregado (CLT),Outra Opção,Outros cargos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,10000.5,Não tenho experiência na área de dados,0.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,,,
33,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),,Não informado,,de R$ 16.001/mês a R$ 20.000/mês,18000.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
33,Masculino,Branca,Centro-oeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),,Não informado,,de R$ 20.001/mês a R$ 25.000/mês,22500.5,Mais de 10 anos,12.0,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,,,
33,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Outra Opção,Outros cargos,Júnior,de R$ 2.001/mês a R$ 3.000/mês,2500.5,de 1 a 2 anos,1.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,1.0,0.0,0.0
33,Feminino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados/Data Scientist,Ciência de Dados e IA,Sênior,de R$ 8.001/mês a R$ 12.000/mês,10000.5,de 7 a 10 anos,8.5,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,1.0,1.0,0.0
